-4.048692953753594420e-02,-8.474917501600542913e-02,-5.643431876331675978e-01,-1.121343968870820662e+00,-1.689508207901844417e+00,-1.719529871071374005e+00,-6.328376538757496395e-01,-4.656427696052353737e-01,-1.128940363457391127e+00,-6.520654790521555055e-01,1.967833097753284577e-01,-3.930879179787054034e-01,-4.690047234940873389e-01,1.241283646011372144e-03,5.980933174639061489e-01,-2.892970721864867034e-01,2.791747245477045891e-01,3.660905780966293710e-01,9.430923388245672223e-01,1.119179424002546774e+00,5.085731756405892368e-01,1.191895009732526267e+00,3.800678150615405815e-01,2.570617731848300336e-01,5.040961678243629507e-01,6.393969090875154526e-01,2.375180280574584191e-01,3.176933883380922974e-01,8.701711051571052735e-01,8.852004697341995243e-01
-4.501732470125780483e-01,-7.031983144789817342e-01,-5.350527220781480242e-01,1.953958745639124417e-01,1.106479360335982820e+00,1.171257983399662361e+00,6.705353998446405006e-01,1.224593747517944919e+00,1.850260053072096067e+00,9.425497456515929962e-01,1.034324819512465465e+00,5.657860596434989287e-01,3.455340887247871917e-01,-4.170243524850031358e-01,-5.718823979244144207e-01,-4.144861909816036083e-01,5.248823098547596988e-01,-2.847464706126840994e-01,-3.544029893189439839e-01,-7.572554701794876886e-01,-1.159047260999481965e+00,-1.399391760616671476e+00,-1.024759799572865449e+00,-5.214693658094273765e-01,-4.683756705188958924e-01,-8.683646419328967525e-01,-2.142208112746454562e-01,3.819882477178432878e-01,3.863759800565030322e-01,-3.701893014629695777e-01
6.651140722055232102e-02,-1.292654985538112256e-01,4.294945969541744679e-01,-6.903142853906270304e-02,-2.822494363658467620e-01,-1.399000640584344701e-01,-8.131011084507243636e-01,1.445403260882195950e-01,4.002122577351243660e-01,5.236920587252114068e-01,4.864082385322124891e-01,4.465114889148966704e-01,1.964813523066484824e-01,-2.431765570043892266e-01,-1.103147492352829939e+00,-9.373233100594322575e-01,-1.840892313338437614e+00,-1.009491351679308174e-01,-5.278832052151728460e-01,1.519045417669162845e-01,-8.158586464692654250e-01,-7.227542521191130387e-01,-1.123666075184942326e+00,-7.086689159943628802e-01,-3.758750916254077756e-03,-2.523209994507684684e-01,3.043128968558477809e-01,5.176937770738885281e-01,-3.588263068511097220e-01,-1.220308888458161434e-01
1.544129281835027623e+00,6.157508984339462588e-01,-4.837963891067529887e-01,5.243188882284004898e-02,-2.403901871637869614e-01,-6.048236152559052087e-02,-4.123276811700139488e-01,-1.207304858346829990e+00,-7.373416006163652225e-01,-9.000877698458707998e-01,-1.431299021102497626e+00,-1.478695654266728665e+00,-1.755679260651974882e+00,-1.325598410441932939e+00,-1.125547605362120507e+00,-1.184397354703166316e+00,-1.420119701791676015e+00,6.317271949194838698e-02,-9.313023469192650561e-01,1.707426251301387421e-01,4.886879452363309673e-01,2.805736742071276435e-01,4.688161662271986829e-01,6.544281104684775974e-01,7.892260114025435591e-01,8.994213207479820338e-02,2.934812969419248740e-01,-2.943305319912339346e-01,-4.127225348396663662e-01,5.167543797443148179e-01
1.170149454565915237e-01,-1.053356674656572789e+00,-1.429280994142873684e+00,-2.078647426914740914e-01,7.693526269281186769e-03,-3.285030727022381636e-01,-3.861362897340929190e-01,-3.914293834714051568e-01,-4.840257970289429390e-01,2.628752541616189431e-01,7.049712125107207572e-02,-4.413323918513419042e-02,-2.667207452182178140e-01,3.478819791249118665e-01,1.876042990685836964e-01,2.897964601721940425e-02,-1.397505256306008914e-01,-7.627332601930923717e-02,-5.697946786792827956e-01,-1.205842709682489966e+00,-4.950053654316045604e-01,-6.903511217721293447e-03,-4.318272113395591472e-01,-3.650904549635224372e-01,-3.843516890373607220e-01,3.776105727802193113e-01,-3.100614449888918212e-01,-6.692958688241118503e-02,2.437459079546256124e-01,1.907872097707524750e-01
7.398672644327007608e-02,2.161214675941915131e-01,8.642811843297687480e-02,7.437302790281995479e-01,9.431314251720947228e-02,-7.323421119087665243e-01,-7.628881048485447458e-01,-3.260941350983672105e-01,4.449184927774006010e-02,-4.575604188880951217e-01,-8.030891688214890634e-01,-5.043450495424262048e-01,2.134610684244733492e-01,4.810231702189862735e-01,6.178882974724486665e-01,2.313020911288247161e-01,2.781263453785418616e-01,-2.542271334102849112e-01,-9.123322931583475182e-01,-2.687291436921079857e-01,7.101445169653417544e-01,7.251961352907983216e-02,2.022572299346851177e-01,5.684590755421140562e-01,1.348709398392883563e-01,-3.161417571013915018e-02,2.028665060961396815e-01,-5.193020657860673017e-01,1.855480985682452233e-01,1.606767126871855023e-01
2.023351921267292075e-01,-8.537576976559556607e-01,1.406437218540880441e+00,8.217981025544631724e-01,1.113657553236803155e+00,2.036561286037106289e-01,2.931459627469550910e-01,1.840714461319075401e-01,6.097794499273652136e-01,2.194460528039454961e-01,2.116604332461292370e-01,5.213794666040564296e-01,5.215938009929761698e-02,-2.300493361804797632e-01,-8.833603650233429194e-01,-3.188625751161154875e-01,-2.941552126975908177e-01,-6.121798307497124947e-01,8.770563680484663727e-03,3.214814468268085701e-01,2.977174450752060886e-01,-2.831687868860945367e-01,2.313962107639610383e-02,-2.489063291551157353e-01,1.272123372939520589e-02,3.119859300551298675e-01,-5.007581956981946858e-01,-2.120436334900667463e-01,9.275863265368426702e-02,4.343847608462481080e-01
2.464855756571684431e+00,1.694448040863835159e+00,1.163529965874664951e+00,5.048527360208462933e-02,-4.655601350920242631e-01,-5.253588063631626781e-01,-1.181570749018189398e-01,-1.158841138493554856e+00,-6.909104878338907518e-01,-4.588965148940276628e-01,-6.007546071605072147e-01,-5.589907475868030051e-01,-2.053320474617082170e-01,-4.391825407773839451e-01,-1.204758248947801480e+00,-1.909667757162402335e+00,-1.762866742649362495e+00,-1.350380010122568031e+00,-9.333916514398814535e-01,-7.652574417510744631e-01,-3.270044245557067186e-01,-1.078212060969790054e+00,-3.285711442976232410e-01,2.975169781220300957e-01,1.580068114084758890e-01,6.304210550800958268e-01,7.263050625757010437e-01,1.616066318449417505e+00,2.090239738339378484e+00,2.122821719679669705e+00
5.867607134723171747e-01,6.938431754340526059e-01,9.402764494662978478e-01,-5.270269711215239128e-02,-1.452210353950230404e-01,-8.635155964710784504e-01,-1.039644875277448755e+00,-1.130766069523685635e+00,-2.254379424642986574e-01,-9.208234993785392453e-01,-1.224823875758872971e+00,-1.116621610463424563e+00,-1.282820467041644763e+00,-2.872381424966971575e-01,-6.911538036289796572e-02,4.068001688432683061e-01,2.149409865681513598e-01,6.675212521485867079e-01,7.610472736901450208e-01,-4.730726677674348957e-02,6.230754079467081263e-01,-5.461977449765703652e-01,-1.060478149303117457e+00,-3.517915773071460528e-01,-5.836943473766746937e-01,-1.246512066298467891e+00,-4.908954711182758612e-01,-4.687764394151472391e-01,7.915578570506612288e-02,-2.950667684661333889e-01
3.728748077843135333e-01,1.203369009273119072e+00,-3.783067728325878454e-01,-9.685729539269091748e-02,-4.199094220936513411e-01,-8.427038978526159296e-02,-9.159569398504582849e-03,-4.424328920109708851e-02,-1.213981787478446567e-01,-2.931239791256277094e-01,-3.502511218133629312e-01,4.473729430467029422e-01,1.491032621084923959e-01,1.653241990911464288e-01,8.789300223900306519e-02,-3.902299374076668714e-01,-7.059381405864773029e-01,-1.976326228861462031e+00,-1.594037996803095325e+00,-1.848187616462867888e+00,-1.074251758442522631e+00,-6.973104235364986359e-01,-1.035495746859746991e+00,-2.448125473676947272e-02,-1.113595496010502950e-01,-3.960186193825933065e-01,2.414186920054608165e-01,8.829896067210799004e-02,5.835406233333831905e-01,2.340615502543869353e-01
