-6.443243622779846191e-01,-3.366055190563201904e-01,2.306969612836837769e-01,-3.545410558581352234e-02,1.009276866912841797e+00,2.238771021366119385e-01,2.195882201194763184e-01,-1.616491675376892090e-01,2.501451671123504639e-01,-1.584938615560531616e-01
-9.605565071105957031e-01,1.000008463859558105e+00,6.781038045883178711e-01,7.061282396316528320e-01,5.189090371131896973e-01,1.398054003715515137e+00,1.453629136085510254e-01,7.551645487546920776e-02,2.047008424997329712e-01,2.234629243612289429e-01
4.067472517490386963e-01,-5.694832801818847656e-01,2.105035185813903809e-01,8.054156899452209473e-01,1.063894748687744141e+00,3.273737132549285889e-01,8.106146007776260376e-02,9.244785904884338379e-01,4.459391832351684570e-01,9.373553991317749023e-01
9.504970908164978027e-01,2.100986093282699585e-01,6.699358224868774414e-01,5.922379493713378906e-01,1.727167889475822449e-02,-1.308104097843170166e-01,-1.158794879913330078e+00,-5.742338895797729492e-01,5.371091961860656738e-01,1.603375554084777832e+00
-1.092634722590446472e-01,-6.822039932012557983e-02,3.384053111076354980e-01,7.713260054588317871e-01,9.408600926399230957e-01,1.267334461212158203e+00,-2.950332760810852051e-01,-6.573888659477233887e-01,3.259199261665344238e-01,-1.452855765819549561e-01
-1.200808733701705933e-01,-3.654282093048095703e-01,-7.801020741462707520e-01,-8.294686079025268555e-01,9.596102833747863770e-01,6.022313237190246582e-01,-1.802207827568054199e-01,4.499758481979370117e-01,-6.584829837083816528e-02,7.100584506988525391e-01
-1.547182351350784302e-01,4.871324300765991211e-01,1.782607138156890869e-01,-4.744245409965515137e-01,5.302942991256713867e-01,5.627434849739074707e-01,1.201144099235534668e+00,-8.264060616493225098e-01,8.190941214561462402e-01,2.358780354261398315e-01
1.223627567291259766e+00,-1.506109982728958130e-01,6.777290105819702148e-01,7.424675822257995605e-01,2.921510636806488037e-01,1.679635524749755859e+00,1.070943832397460938e+00,1.161802336573600769e-01,7.422562837600708008e-01,5.899949073791503906e-01
-1.604852229356765747e-01,1.171581745147705078e+00,-7.296814769506454468e-02,1.924528926610946655e-02,-1.402986943721771240e-01,1.112530827522277832e+00,-8.475238084793090820e-01,9.623732566833496094e-01,-1.549539089202880859e+00,7.715515494346618652e-01
7.494416236877441406e-01,-1.007076263427734375e+00,-2.305102646350860596e-01,7.476475834846496582e-02,-5.898023843765258789e-01,-3.637623488903045654e-01,-5.829203128814697266e-01,-2.565741837024688721e-01,-9.155393242835998535e-01,-4.020664989948272705e-01
